character_id,name,exclusive_skill,pve_score,pvp_score,effects,acquisition,release_update,image_url,image_local_url,source_url
sylvie,Tenacious Goddess,Quest for Home,Low,Medium,"[""3★: Applies to: Self"",""3★: • Ignores Non-Boss enemy Damage Decrease by 10%, and an additional 0.1% of Total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores Non-Boss enemy Damage Decrease by 15%, and an additional 0.15% of Total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores Non-Boss enemy Damage Decrease by 20%, and an additional 0.2% of Total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores Non-Boss enemy Damage Decrease by 25%, and an additional 0.25% of Total Instinct. (Up to 200%)""]",,Update 9.5.5,https://thanosvibs.money/static/assets/items/artifact_sylvie.png,/mff-assets/artifacts/artifactsylvie.webp,https://thanosvibs.money/artifacts
taskmaster,Tasky,passivenamehere,Medium,Low,"[""3★: Activation Rate: when attacking"",""3★: Applies to: Self"",""3★: • Increases Basic Damage by 0.2% per 1% of Critical Rate regardless of Guaranteed Critical Rate, and an additional 0.5% of Total Instinct (up to 20%) (9 sec.)"",""3★: Cooldown Time 15 seconds"",""4★: Activation Rate: when attacking"",""4★: Applies to: Self"",""4★: • Increases Basic Damage by 0.2% per 1% of Critical Rate regardless of Guaranteed Critical Rate, and an additional 0.6% of Total Instinct (up to 25%) (9 sec.)"",""4★: Cooldown Time 15 seconds"",""5★: Activation Rate: when attacking"",""5★: Applies to: Self"",""5★: • Increases Basic Damage by 0.2% per 1% of Critical Rate regardless of Guaranteed Critical Rate, and an additional 0.7% of Total Instinct (up to 30%) (10 sec.)"",""5★: Cooldown Time 15 seconds"",""6★: Activation Rate: when attacking"",""6★: Applies to: Self"",""6★: • Increases Basic Damage by 0.2% per 1% of Critical Rate regardless of Guaranteed Critical Rate, and an additional 0.8% of Total Instinct (up to 35%) (10 sec.)"",""6★: Cooldown Time 15 seconds""]",,Update 10.9.5,https://thanosvibs.money/static/assets/items/artifact_taskmaster.png,/mff-assets/artifacts/artifacttaskmaster.webp,https://thanosvibs.money/artifacts
thane,Unstable Force,Slayer's Son,Low,Medium,"[""3★: Applies to: Self"",""3★: • Ignores Non-Boss enemy Damage Decrease by 10%, and an additional 0.15% of Total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores Non-Boss enemy Damage Decrease by 15%, and an additional 0.2% of Total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores Non-Boss enemy Damage Decrease by 20%, and an additional 0.25% of Total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores Non-Boss enemy Damage Decrease by 25%, and an additional 0.3% of Total Instinct. (Up to 200%)""]",,Update 9.9.5a,https://thanosvibs.money/static/assets/items/artifact_thane.png,/mff-assets/artifacts/artifactthane.webp,https://thanosvibs.money/artifacts
thanos,Ruler of the Universe,Dark Titan's Command,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER HERO faction by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases HP by 9%, and an additional 0.1% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER HERO faction by 14%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 14%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases HP by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER HERO faction by 17%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 17%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases HP by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER HERO faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases HP by 15%, and an additional 0.4% of total Instinct. (Up to 200%)""]",,Update 7.8,https://thanosvibs.money/static/assets/items/artifact_thanos.png,/mff-assets/artifacts/artifactthanos.webp,https://thanosvibs.money/artifacts
thehood,Lord Hood,Witnesses Elimination,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or below by 25%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 11.0.5b,https://thanosvibs.money/static/assets/items/artifact_thehood.png,/mff-assets/artifacts/artifactthehood.webp,https://thanosvibs.money/artifacts
thething,Cosmic Vanguard,Break Everything!,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER HERO faction by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER HERO faction by 14%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 14%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER HERO faction by 17%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 17%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER HERO faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 10.1.5a,https://thanosvibs.money/static/assets/items/artifact_thething.png,/mff-assets/artifacts/artifactthething.webp,https://thanosvibs.money/artifacts
thena,Cosmic Arsenal,Eternal Spear,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 25%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 7.6,https://thanosvibs.money/static/assets/items/artifact_thena.png,/mff-assets/artifacts/artifactthena.webp,https://thanosvibs.money/artifacts
thor,Mark of the Odinson,Asgard's Protector,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Lightning Damage by 15% of Lightning Resist, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Lightning Damage by 20% of Lightning Resist, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 8%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Lightning Damage by 25% of Lightning Resist, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 11%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Lightning Damage by 30% of Lightning Resist, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 15%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 8.2,https://thanosvibs.money/static/assets/items/artifact_thor.png,/mff-assets/artifacts/artifactthor.webp,https://thanosvibs.money/artifacts
thorjanefoster,Hero's Secret,Will of the Worthy,High,Low,"[""3★: Applies to: Self"",""3★: Increases Basic Damage Dealt to enemies with 50% HP or higher by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: Increases Basic Damage Dealt to enemies with 50% HP or higher by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: Increases Basic Damage Dealt to enemies with 50% HP or higher by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: Increases Basic Damage Dealt to enemies with 50% HP or higher by 25%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 8.2,https://thanosvibs.money/static/assets/items/artifact_thorjanefoster.png,/mff-assets/artifacts/artifactthorjanefoster.webp,https://thanosvibs.money/artifacts
titania,Pursuit of Power,Body Building,Low,Medium,"[""3★: Applies to: Self"",""3★: • Ignores Non-Boss enemy Damage Decrease by 15%, and an additional 0.15% of Total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores Non-Boss enemy Damage Decrease by 20%, and an additional 0.2% of Total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores Non-Boss enemy Damage Decrease by 25%, and an additional 0.25% of Total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores Non-Boss enemy Damage Decrease by 30%, and an additional 0.3% of Total Instinct. (Up to 200%)""]",,Update 8.3,https://thanosvibs.money/static/assets/items/artifact_titania.png,/mff-assets/artifacts/artifacttitania.webp,https://thanosvibs.money/artifacts
toxin,Twisted Lineage,Legacy's Power,Medium,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 25%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 8.4,https://thanosvibs.money/static/assets/items/artifact_toxin.png,/mff-assets/artifacts/artifacttoxin.webp,https://thanosvibs.money/artifacts
usagent,Super-Patriot,Patriotic Devotion,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Ignores Non-Boss enemy Damage Decrease by 11%, and an additional 0.1% of Total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Ignores Non-Boss enemy Damage Decrease by 14%, and an additional 0.13% of Total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Ignores Non-Boss enemy Damage Decrease by 17%, and an additional 0.16% of Total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Ignores Non-Boss enemy Damage Decrease by 20%, and an additional 0.2% of Total Instinct. (Up to 200%)""]",,Update 10.9,https://thanosvibs.money/static/assets/items/artifact_usagent.png,/mff-assets/artifacts/artifactusagent.webp,https://thanosvibs.money/artifacts
ulik,Troll's Madness,Law of the Wild,Low,High,"[""3★: Activation Rate: when HP is below 25%"",""3★: Applies to: Self"",""3★: • Recovers HP by 50%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""3★: • Increases Max HP by 45%, and an additional 0.1% of total Instinct. (Up to 200%) (15 sec.)"",""3★: Cooldown Time 27 seconds"",""4★: Activation Rate: when HP is below 30%"",""4★: Applies to: Self"",""4★: • Recovers HP by 60%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""4★: • Increases Max HP by 55%, and an additional 0.1% of total Instinct. (Up to 200%) (15 sec.)"",""4★: Cooldown Time 27 seconds"",""5★: Activation Rate: when HP is below 35%"",""5★: Applies to: Self"",""5★: • Recovers HP by 70%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""5★: • Increases Max HP by 65%, and an additional 0.1% of total Instinct. (Up to 200%) (16 sec.)"",""5★: Cooldown Time 27 seconds"",""6★: Activation Rate: when HP is below 40%"",""6★: Applies to: Self"",""6★: • Recovers HP by 80%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""6★: • Increases Max HP by 75%, and an additional 0.1% of total Instinct. (Up to 200%) (16 sec.)"",""6★: Cooldown Time 27 seconds""]",,Update 9.2,https://thanosvibs.money/static/assets/items/artifact_ulik.png,/mff-assets/artifacts/artifactulik.webp,https://thanosvibs.money/artifacts
ultron,Ultimate Lifeform,Rise of the Machine,Medium,Medium,"[""3★: Activation Rate: 15% chance when attacking"",""3★: Applies to: Self"",""3★: (15.0% + Total Instinct * 0.15%) chance to activate:"",""3★: • Can attack enemies with Ignore Targeting."",""3★: • Cannot exceed a 100% chance. (4 sec.)"",""3★: • Increases All Basic Attacks by 15%, and an additional 0.2% of total Instinct. (Up to 200%) (4 sec.)"",""3★: Cooldown Time 10 seconds"",""4★: Activation Rate: 15% chance when attacking"",""4★: Applies to: Self"",""4★: (15.0% + Total Instinct * 0.2%) chance to activate:"",""4★: • Can attack enemies with Ignore Targeting."",""4★: • Cannot exceed a 100% chance. (4 sec.)"",""4★: • Increases All Basic Attacks by 20%, and an additional 0.3% of total Instinct. (Up to 200%) (4 sec.)"",""4★: Cooldown Time 10 seconds"",""5★: Activation Rate: 15% chance when attacking"",""5★: Applies to: Self"",""5★: (15.0% + Total Instinct * 0.25%) chance to activate:"",""5★: • Can attack enemies with Ignore Targeting."",""5★: • Cannot exceed a 100% chance. (4 sec.)"",""5★: • Increases All Basic Attacks by 25%, and an additional 0.4% of total Instinct. (Up to 200%) (4 sec.)"",""5★: Cooldown Time 9 seconds"",""6★: Activation Rate: 15% chance when attacking"",""6★: Applies to: Self"",""6★: (15.0% + Total Instinct * 0.3%) chance to activate:"",""6★: • Can attack enemies with Ignore Targeting."",""6★: • Cannot exceed a 100% chance. (4 sec.)"",""6★: • Increases All Basic Attacks by 30%, and an additional 0.5% of total Instinct. (Up to 200%) (4 sec.)"",""6★: Cooldown Time 9 seconds""]",,Update 7.8,https://thanosvibs.money/static/assets/items/artifact_ultron.png,/mff-assets/artifacts/artifactultron.webp,https://thanosvibs.money/artifacts
valeriarichards,Inherited Intellect,Family Unity,High,Low,"[""3★: Applies to: Fantastic Four Allies"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 8%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Basic Damage Dealt to bosses by 10%, and an additional 0.1% of total Instinct. (Up to 200%)"",""4★: Applies to: Fantastic Four Allies"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 12%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 8%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Basic Damage Dealt to bosses by 13%, and an additional 0.15% of total Instinct. (Up to 200%)"",""5★: Applies to: Fantastic Four Allies"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.2% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 11%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Basic Damage Dealt to bosses by 16%, and an additional 0.2% of total Instinct. (Up to 200%)"",""6★: Applies to: Fantastic Four Allies"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.2% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 15%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Basic Damage Dealt to bosses by 20%, and an additional 0.25% of total Instinct. (Up to 200%)""]",,Update 10.1,https://thanosvibs.money/static/assets/items/artifact_valeriarichards.png,/mff-assets/artifacts/artifactvaleriarichards.webp,https://thanosvibs.money/artifacts
valkyrie,Warrior's Soul,Flight of the Valkyrie,High,Low,"[""3★: Applies to: All Allies"",""3★: • Increases Basic Damage Dealt to bosses by 5%, and an additional 0.1% of total Instinct. (Up to 200%)"",""4★: Applies to: All Allies"",""4★: • Increases Basic Damage Dealt to bosses by 8%, and an additional 0.15% of total Instinct. (Up to 200%)"",""5★: Applies to: All Allies"",""5★: • Increases Basic Damage Dealt to bosses by 11%, and an additional 0.2% of total Instinct. (Up to 200%)"",""6★: Applies to: All Allies"",""6★: • Increases Basic Damage Dealt to bosses by 15%, and an additional 0.25% of total Instinct. (Up to 200%)""]",,Update 8.2,https://thanosvibs.money/static/assets/items/artifact_valkyrie.png,/mff-assets/artifacts/artifactvalkyrie.webp,https://thanosvibs.money/artifacts
venom,Kingly Liberator,Liberation of Darkness,High,Medium,"[""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Max HP by 10%, and an additional 0.1% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Max HP by 15%, and an additional 0.2% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Max HP by 20%, and an additional 0.3% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Max HP by 25%, and an additional 0.4% of total Instinct. (Up to 200%)""]",,Update 8.4,https://thanosvibs.money/static/assets/items/artifact_venom.png,/mff-assets/artifacts/artifactvenom.webp,https://thanosvibs.money/artifacts
venusaphrodite,The Beauty of Olympus,Captivating Glance,High,Low,"[""3★: Applies to: Self"",""3★: • Ignores target's Dodge Rate by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Ignores target's Dodge Rate by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Ignores target's Dodge Rate by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Ignores target's Dodge Rate by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 11.4,https://thanosvibs.money/static/assets/items/artifact_venusaphrodite.png,/mff-assets/artifacts/artifactvenusaphrodite.webp,https://thanosvibs.money/artifacts
victorious,Latverian Loyalist,Cosmic Gladiator,High,Low,"[""3★: Applies to: Universal Allies"",""3★: • Ignores target's Dodge Rate by 6%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Universal Allies"",""4★: • Ignores target's Dodge Rate by 9%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Universal Allies"",""5★: • Ignores target's Dodge Rate by 12%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Universal Allies"",""6★: • Ignores target's Dodge Rate by 15%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 10.1.5b,https://thanosvibs.money/static/assets/items/artifact_victorious.png,/mff-assets/artifacts/artifactvictorious.webp,https://thanosvibs.money/artifacts
vision,Humane Android,Ultimate Artificial Lifeform,Low,High,"[""3★: Activation Rate: when HP is below 25%"",""3★: Applies to: Allies with Machine Ability"",""3★: • Recovers HP by 40%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""3★: Cooldown Time 300 seconds"",""4★: Activation Rate: when HP is below 30%"",""4★: Applies to: Allies with Machine Ability"",""4★: • Recovers HP by 50%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""4★: Cooldown Time 300 seconds"",""5★: Activation Rate: when HP is below 35%"",""5★: Applies to: Allies with Machine Ability"",""5★: • Recovers HP by 60%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""5★: Cooldown Time 300 seconds"",""6★: Activation Rate: when HP is below 40%"",""6★: Applies to: Allies with Machine Ability"",""6★: • Recovers HP by 70%, and an additional 0.3% of total Instinct. (Up to 200%) (1 sec.)"",""6★: Cooldown Time 300 seconds""]",,Update 11.6,https://thanosvibs.money/static/assets/items/artifact_vision.png,/mff-assets/artifacts/artifactvision.webp,https://thanosvibs.money/artifacts
volstagg,Appetite for Destruction,Appetite for Battle,High,High,"[""3★: Applies to: Self"",""3★: • Increases All Basic Attacks by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases Max HP by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases All Basic Attacks by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases Max HP by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases All Basic Attacks by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases Max HP by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases Max HP by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 10.0,https://thanosvibs.money/static/assets/items/artifact_volstagg.png,/mff-assets/artifacts/artifactvolstagg.webp,https://thanosvibs.money/artifacts
vulture,Ruthless Hunter,Talons of Terror,Medium,Low,"[""3★: Applies to: Self"",""3★: • Increases Instinct Critical Rate by 5%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Increases All Basic Attacks by 14%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Instinct Critical Rate by 7%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Increases All Basic Attacks by 16%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Instinct Critical Rate by 9%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Increases All Basic Attacks by 18%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Instinct Critical Rate by 12%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Increases All Basic Attacks by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 7.9.5b,https://thanosvibs.money/static/assets/items/artifact_vulture.png,/mff-assets/artifacts/artifactvulture.webp,https://thanosvibs.money/artifacts
warmachine,Allegiance to Country,Fire Suppression,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 8%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 12%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 10.3,https://thanosvibs.money/static/assets/items/artifact_warmachine.png,/mff-assets/artifacts/artifactwarmachine.webp,https://thanosvibs.money/artifacts
wartiger,Will of the Earth,Echo of the Earth,Medium,Medium,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""3★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""4★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 13%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""5★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 16%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)"",""6★: • Decreases Basic Damage Received from SUPER VILLAIN faction by 20%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 8.7,https://thanosvibs.money/static/assets/items/artifact_wartiger.png,/mff-assets/artifacts/artifactwartiger.webp,https://thanosvibs.money/artifacts
warpath,Ancestral Rage,Razor Sharp,High,Low,"[""3★: Applies to: Self"",""3★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 10%, and an additional 0.2% of total Instinct. (Up to 200%)"",""4★: Applies to: Self"",""4★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 15%, and an additional 0.3% of total Instinct. (Up to 200%)"",""5★: Applies to: Self"",""5★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 20%, and an additional 0.4% of total Instinct. (Up to 200%)"",""6★: Applies to: Self"",""6★: • Increases Basic Damage Dealt to enemies with 50% HP or higher by 25%, and an additional 0.5% of total Instinct. (Up to 200%)""]",,Update 9.3,https://thanosvibs.money/static/assets/items/artifact_warpath.png,/mff-assets/artifacts/artifactwarpath.webp,https://thanosvibs.money/artifacts
